finding_id,title,component,severity,status,duplicate_of,evidence,root_cause,impact,proposed_correction,acceptance_test,related_commit,related_deployment,owner,target_date,residual_risk,order_ref_masked,issue_ref_masked,source_kind,detected_at
SF-41c6fb7d5dbcbfdd,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ce03ef85a845f191,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""-30"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_c90b4f971551,iss_c738035a1169,HUMAN_REVIEW,2026-08-03T15:30:38.838+00:00
SF-41d470204052a2e4,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_05f21e14f598,iss_2416f8c85d5f,HUMAN_REVIEW,2026-07-14T10:19:55+00:00
SF-4341f07147b58192,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_52c279bfb8b6,iss_68c5a7f61896,HUMAN_REVIEW,2026-07-07T11:23:56+00:00
SF-4358d647d65cab2a,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_51ea39a80063,iss_415c182e64b5,HUMAN_REVIEW,2026-07-07T10:17:59+00:00
SF-446e5400d1ed3383,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_9826ce197a18,iss_67c738f4eca5,HUMAN_REVIEW,2026-07-15T07:13:44+00:00
SF-44cc3d0cc7bed972,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_68dcae971363,iss_4c9fe021dd68,HUMAN_REVIEW,2026-07-10T14:29:39+00:00
SF-45288829362fdd27,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-51063007afc458c9,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""AS"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_34ba25ecad39,iss_8fcc3097a5fc,HUMAN_REVIEW,2026-07-01T15:32:15+00:00
SF-465b9705bfeb60c1,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_fbc4f58ba6e8,iss_13d242c5bbac,HUMAN_REVIEW,2026-07-24T10:20:43+00:00
SF-468b9b98aa3018fb,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_abcab660654b,iss_950ac2df2dff,HUMAN_REVIEW,2026-06-30T11:32:40+00:00
SF-471798ab525b96b7,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_5d3b5ac3dcb6,iss_2ef978c07277,HUMAN_REVIEW,2026-07-20T14:22:33+00:00
SF-4737489f1f48d020,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-6e82ccd32435fb0c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""OTH"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_e6f6ccad53a1,iss_48da5d55e286,HUMAN_REVIEW,2026-07-29T14:26:03+00:00
SF-4a32d25325054d6e,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_6dcb7bb13a97,iss_2107cd7ca069,HUMAN_REVIEW,2026-07-14T11:27:36+00:00
SF-4c8ca0e5a967b659,Protecci??n operativa pendiente de revisi??n,OPERATIONAL_PROTECTIONS,WARNING,OPEN,,"{""risk"":""NOT_ASSESSED"",""priority"":""NORMAL"",""carrier_code"":null,""review_reasons"":[""PROTECTION_REVIEW""],""normalized_type"":null}",La protecci??n ha detectado una condici??n que requiere evaluaci??n humana antes de cualquier acci??n.,El pedido queda en revisi??n y no debe recibir una acci??n autom??tica.,Clasificar la protecci??n con evidencia vigente y documentar la decisi??n de riesgo.,La revisi??n produce estado VERIFIED o ACCEPTED_RISK sin ejecutar acciones.,,,Suleia Operations,,WARNING pendiente de evaluaci??n.,ord_412de670f6de,,HUMAN_REVIEW,2026-08-05T11:09:26.08+00:00
SF-4cd19cad6ad938f0,Protecci??n operativa pendiente de revisi??n,OPERATIONAL_PROTECTIONS,WARNING,OPEN,,"{""risk"":""NOT_ASSESSED"",""priority"":""NORMAL"",""carrier_code"":null,""review_reasons"":[""PROTECTION_REVIEW""],""normalized_type"":null}",La protecci??n ha detectado una condici??n que requiere evaluaci??n humana antes de cualquier acci??n.,El pedido queda en revisi??n y no debe recibir una acci??n autom??tica.,Clasificar la protecci??n con evidencia vigente y documentar la decisi??n de riesgo.,La revisi??n produce estado VERIFIED o ACCEPTED_RISK sin ejecutar acciones.,,,Suleia Operations,,WARNING pendiente de evaluaci??n.,ord_5455d35bd47c,,HUMAN_REVIEW,2026-08-05T11:10:00.189+00:00
SF-4f69016dd8c7ea24,Calidad operativa agregada requiere correcci??n,DATA_QUALITY,HIGH,OPEN,,"{""event_gaps"":0,""measured_at"":""2026-08-09T07:12:13.284414+00:00"",""issues_total"":327,""orders_total"":961,""stale_issues"":0,""stale_orders"":0,""issues_unknown_code"":216,""orders_identity_exact"":961,""read_model_mismatches"":0,""multiple_conversations"":0,""reconciliation_findings"":5,""orders_identity_conflicting"":0,""incidents_without_conversation"":0}","Uno o m??s indicadores agregados de identidad, frescura, GLS o reconciliaci??n permanecen abiertos.",El estado global no puede declararse plenamente verificado.,Cerrar o justificar cada indicador causal y volver a medir el agregado.,Todos los indicadores cr??ticos/altos son cero o est??n expl??citamente aceptados con evidencia.,,,Suleia Platform,,HIGH mientras existan incidencias GLS UNKNOWN.,,,DATA_QUALITY,2026-08-09T07:12:13.284414+00:00
SF-51063007afc458c9,C??digo GLS sin clasificaci??n verificada,GLS_NORMALIZATION,HIGH,OPEN,,"{""code"":""AS"",""market"":""ES"",""carrier"":""GLS""}",El cat??logo GLS no contiene una asignaci??n MAPPED o VERIFIED para el c??digo observado.,La incidencia debe abstenerse de una decisi??n autom??tica y requiere revisi??n humana.,Crear una entrada versionada solo despu??s de validar evidencia GLS positiva y negativa.,"El c??digo queda clasificado con evidencia, versi??n y pruebas; UNKNOWN permanece bloqueado.",,,Suleia Operations,,HIGH hasta validar el cat??logo.,,,RECONCILIATION,2026-08-09T07:08:32.683+00:00
SF-55b59d510f996e24,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_1e5ee4720972,iss_527a6a08705d,HUMAN_REVIEW,2026-07-29T14:32:23+00:00
SF-578a23fb06bb91b9,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_7c9e47327f72,iss_74dfb8d51e09,HUMAN_REVIEW,2026-07-06T19:17:43+00:00
SF-5836ab17d9320904,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ce03ef85a845f191,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""-30"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_c472e173af26,iss_647edeadf2a8,HUMAN_REVIEW,2026-08-06T15:57:26.645+00:00
SF-5a1979d13c12ccc1,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ce03ef85a845f191,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""-30"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_5cfc5fbd2514,iss_dd54cdf12d27,HUMAN_REVIEW,2026-08-04T13:30:23.796+00:00
SF-5b0afa91bec4ddad,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_75aece861962,iss_1f2a2a030692,HUMAN_REVIEW,2026-07-20T10:27:42+00:00
SF-5bc2c378e886b104,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ce03ef85a845f191,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""-30"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_0da58b28ff16,iss_13c01daa1164,HUMAN_REVIEW,2026-08-06T15:57:28.96+00:00
SF-5f14fbcb7aff4de4,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_282ded446ae5,iss_5a69f783336c,HUMAN_REVIEW,2026-07-29T14:32:22+00:00
SF-5f4e562aa238c6aa,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ce03ef85a845f191,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""-30"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_a03800fd9d9e,iss_c728cc632e99,HUMAN_REVIEW,2026-08-04T12:33:09.01+00:00
SF-61c8306023d32c52,Protecci??n operativa pendiente de revisi??n,OPERATIONAL_PROTECTIONS,WARNING,OPEN,,"{""risk"":""NOT_ASSESSED"",""priority"":""NORMAL"",""carrier_code"":null,""review_reasons"":[""PROTECTION_REVIEW""],""normalized_type"":null}",La protecci??n ha detectado una condici??n que requiere evaluaci??n humana antes de cualquier acci??n.,El pedido queda en revisi??n y no debe recibir una acci??n autom??tica.,Clasificar la protecci??n con evidencia vigente y documentar la decisi??n de riesgo.,La revisi??n produce estado VERIFIED o ACCEPTED_RISK sin ejecutar acciones.,,,Suleia Operations,,WARNING pendiente de evaluaci??n.,ord_a35c86a5cb75,,HUMAN_REVIEW,2026-08-05T11:09:57.182+00:00
SF-65a3b6d122c0fc80,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-51063007afc458c9,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""AS"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_7be6f78d2202,iss_aaf71955963a,HUMAN_REVIEW,2026-07-21T11:29:28+00:00
SF-6608a6e4ee81cd7e,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-ff5d384657fee69c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""SF"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_bb114923763b,iss_adb79535194a,HUMAN_REVIEW,2026-06-26T07:19:50+00:00
SF-66c802a554e30ab5,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-6e82ccd32435fb0c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""OTH"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_ad1716631873,iss_256c0a04a1ff,HUMAN_REVIEW,2026-07-24T10:25:40+00:00
SF-66d85920a7e6dd17,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-6e82ccd32435fb0c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""OTH"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_48f006336a48,iss_9280966fc2a7,HUMAN_REVIEW,2026-07-16T17:10:48+00:00
SF-676ab90f6c4872d3,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-6e82ccd32435fb0c,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""OTH"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_cce3ba431de4,iss_50eda2eb8031,HUMAN_REVIEW,2026-07-16T10:25:05+00:00
SF-67b80fda2bf8fe87,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-51063007afc458c9,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""AS"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_6724c491c902,iss_8efddeb45da9,HUMAN_REVIEW,2026-07-29T14:34:26+00:00
SF-6e0a23c57312e121,Incidencia GLS abstendida por c??digo desconocido,GLS_INCIDENT_REVIEW,HIGH,DUPLICATE,SF-51063007afc458c9,"{""risk"":""HIGH"",""priority"":""NORMAL"",""carrier_code"":""AS"",""review_reasons"":[""DROPEA_CARRIER_CODE_UNKNOWN"",""HUMAN_REVIEW"",""UNKNOWN_CARRIER_CODE""],""normalized_type"":""UNKNOWN""}",La incidencia hereda un c??digo GLS no verificado en el cat??logo.,La decisi??n queda bloqueada; no se permite automatizaci??n sobre la incidencia.,Resolver el hallazgo ra??z del c??digo y reevaluar este caso conservando su trazabilidad.,La incidencia obtiene clasificaci??n explicable o permanece UNKNOWN con bloqueo expl??cito.,,,Suleia Operations,,HIGH mientras siga sin clasificaci??n.,ord_ca9f3f697ca9,iss_78f3a1f8baef,HUMAN_REVIEW,2026-06-24T15:25:52+00:00
